0.93189;1.60523;1.62431;0.94795;1.59356;1.59998;1.5803;1.56193;0.64716;1.18909;0;1.54156;1.29147;1.59561;1.63738;1.61947;1.47549;1.60313;1.47361;1.45476;1.60131;1.21313;1.6437;1.5038;1.57135;1.56658;1.27488;1.33416;
1.83436;1.85246;1.87155;0.93592;1.8408;1.84721;1.82753;1.80916;0.8944;1.43632;1.54156;0;1.5387;1.84284;1.88462;1.86671;1.72272;1.85037;1.72084;1.70199;1.84855;1.46037;1.89094;1.75104;1.81858;1.81381;1.52212;1.5814;
1.58427;1.60237;1.62146;0.87083;1.59071;1.59712;1.57744;1.55907;0.64431;1.18624;1.29147;1.5387;0;1.59275;1.63453;1.61662;1.47263;1.60028;1.47075;1.4519;1.59846;1.21028;1.64085;1.50095;1.56849;1.56372;1.27203;1.33131;
1.88841;1.90651;1.92559;0.96869;1.89484;1.90126;1.88158;1.86321;0.94844;1.49037;1.59561;1.84284;1.59275;0;1.93866;1.92076;1.77677;1.88432;1.77489;1.75604;1.90259;1.51442;1.94498;1.80508;1.87263;1.86786;1.57616;1.63544;
1.93019;1.94829;1.96737;0.99125;1.93662;1.94303;1.92335;1.90498;0.99022;1.53215;1.63738;1.88462;1.63453;1.93866;0;1.9551;1.81855;1.90688;1.81666;1.79782;1.94437;1.55619;1.98676;1.84686;1.91441;1.90964;1.61794;1.67722;
1.91228;1.92788;1.94496;0.96385;1.91871;1.92513;1.90028;1.88708;0.97231;1.51424;1.61947;1.86671;1.61662;1.92076;1.9551;0;1.80064;1.87949;1.79876;1.77991;1.92646;1.53828;1.96165;1.82895;1.8965;1.89173;1.60003;1.65931;
1.76829;1.78639;1.80548;0.92275;1.77473;1.78114;1.76146;1.74309;0.82833;1.37025;1.47549;1.72272;1.47263;1.77677;1.81855;1.80064;0;1.7843;1.65477;1.63592;1.78248;1.3943;1.82487;1.68497;1.75251;1.74774;1.45605;1.51533;
1.87673;1.87966;1.89674;0.91563;1.8956;1.88575;1.85206;1.85543;0.95597;1.4979;1.60313;1.85037;1.60028;1.88432;1.90688;1.87949;1.7843;0;1.78242;1.76357;1.88598;1.52194;1.91343;1.81261;1.86611;1.86003;1.58348;1.64297;
1.76641;1.78451;1.80359;0.95416;1.77284;1.77926;1.75958;1.74121;0.82644;1.36837;1.47361;1.72084;1.47075;1.77489;1.81666;1.79876;1.65477;1.78242;0;1.63404;1.78059;1.39242;1.82298;1.68309;1.75063;1.74586;1.45416;1.51344;
1.74756;1.76566;1.78475;0.97373;1.754;1.76041;1.74073;1.72236;0.8076;1.34952;1.45476;1.70199;1.4519;1.75604;1.79782;1.77991;1.63592;1.76357;1.63404;0;1.76175;1.37357;1.80414;1.66424;1.73178;1.72701;1.43532;1.4946;
1.89412;1.91222;1.9313;0.97035;1.90055;1.90696;1.88728;1.86891;0.95415;1.49608;1.60131;1.84855;1.59846;1.90259;1.94437;1.92646;1.78248;1.88598;1.78059;1.76175;0;1.52012;1.95069;1.81079;0.94827;1.87357;1.58187;1.64115;
1.50594;1.52404;1.54312;0.96685;1.51237;1.51879;1.4991;1.48074;0.56597;1.1079;1.21313;1.46037;1.21028;1.51442;1.55619;1.53828;1.3943;1.52194;1.39242;1.37357;1.52012;0;1.56251;1.42261;1.49016;1.48539;1.19369;1.25297;
1.93651;1.95461;1.97369;0.9978;1.94294;1.94935;1.92967;1.9113;0.99654;1.53847;1.6437;1.89094;1.64085;1.94498;1.98676;1.96165;1.82487;1.91343;1.82298;1.80414;1.95069;1.56251;0;1.85318;1.92073;1.91596;1.62426;1.68354;
1.79661;1.81471;1.83379;0.9567;1.80304;1.80945;1.78977;1.7714;0.85664;1.39857;1.5038;1.75104;1.50095;1.80508;1.84686;1.82895;1.68497;1.81261;1.68309;1.66424;1.81079;1.42261;1.85318;0;1.78083;1.77606;1.48436;1.54364;
1.86415;1.88225;1.90134;0.95047;1.87059;1.877;1.85732;1.83895;0.92419;1.46611;1.57135;1.81858;1.56849;1.87263;1.91441;1.8965;1.75251;1.86611;1.75063;1.73178;0.94827;1.49016;1.92073;1.78083;0;1.8436;1.55191;1.61119;
1.85938;1.87748;1.89657;0.9444;1.86582;1.87223;0.93682;1.83418;0.91942;1.46134;1.56658;1.81381;1.56372;1.86786;1.90964;1.89173;1.74774;1.86003;1.74586;1.72701;1.87357;1.48539;1.91596;1.77606;1.8436;0;1.54714;1.60642;
1.56769;1.58579;1.60487;0.66785;1.57412;1.58053;1.56085;1.54248;0.62772;1.16965;1.27488;1.52212;1.27203;1.57616;1.61794;1.60003;1.45605;1.58348;1.45416;1.43532;1.58187;1.19369;1.62426;1.48436;1.55191;1.54714;0;1.31472;
1.62697;1.64507;1.66415;0.8284;1.6334;1.63981;1.62013;1.60176;0.687;1.22893;1.33416;1.5814;1.33131;1.63544;1.67722;1.65931;1.51533;1.64297;1.51344;1.4946;1.64115;1.25297;1.68354;1.54364;1.61119;1.60642;1.31472;0;
