1.80372;2.69533;1.7622;0.8678;0.91327;1.52117;1.85197;1.7503;3.60374;2.46448;0;2.7135;1.76814;1.7153;1.7841;1.75095;1.73567;0.94067;2.6599;0.92656;2.7147;1.87887;1.81587;1.80137;
0.9978;1.92967;0.99654;1.8457;1.81015;1.99654;1.99292;1.99292;2.85979;1.9389;2.7135;0;2.66502;0.9982;0.99322;0.99733;0.9935;1.85318;1.91596;1.89911;1.99609;0.9969;0.99647;0.99;
1.83852;2.65281;1.71968;0.9026;0.85488;1.46278;1.8506;1.71644;3.55526;0.9398;1.76814;2.66502;0;1.66683;1.72571;1.69256;1.67727;0.94116;2.61143;0.92519;2.66623;1.82048;1.75748;1.74298;
1.78342;1.88143;1.67675;0.8475;0.81195;1.41985;1.85153;1.67352;1.88844;0.9407;1.7153;0.9982;1.66683;0;1.68278;1.64963;1.63435;0.94325;0.9446;0.92612;0.9994;1.77755;1.71455;1.70005;
1.85342;1.89963;1.73564;0.9175;0.87083;1.47873;0.9997;0.9997;1.90664;2.42204;1.7841;0.99322;1.72571;1.68278;0;1.70851;1.69323;0.9311;0.9628;0.92309;2.68218;1.83643;1.77343;1.75893;
1.8745;1.86693;1.70248;1.76148;0.83768;1.44558;1.85195;1.69925;1.87394;2.38889;1.75095;0.99733;1.69256;1.64963;1.70851;0;1.66008;0.93292;0.9301;0.92654;2.64903;1.80328;1.74028;1.72578;
1.8827;1.87608;1.6872;1.7462;0.8224;1.4303;1.85244;1.68397;1.88309;2.37361;1.73567;0.9935;1.67727;1.63435;1.69323;1.66008;0;0.926;0.93925;0.92703;2.63375;1.788;1.725;1.7105;
0.9567;1.78977;0.85664;1.75104;1.72144;1.85664;0.93563;0.93414;2.71989;1.81494;0.94067;1.85318;0.94116;0.94325;0.9311;0.93292;0.926;0;1.77606;1.75921;1.85619;1.04298;1.06266;1.0671;
0.9444;0.93682;0.91942;1.7921;1.75655;1.91942;0.9603;1.9625;0.94384;1.87772;2.6599;1.91596;2.61142;0.9446;0.9628;0.9301;0.93925;1.77606;0;1.82199;1.91897;1.10576;1.12543;1.12988;
2.70954;1.83571;0.90257;1.77362;1.73807;1.90257;0.92541;0.92532;2.76583;1.86088;0.92656;1.89911;0.92519;0.92612;0.92309;0.92654;0.92703;1.75921;1.82199;0;1.90212;1.08891;0.9684;1.11304;
2.78282;1.93268;0.99955;1.8469;1.81135;1.99955;2.79182;2.67292;1;1.9401;2.7147;1.99609;2.66622;0.9994;2.68218;2.64903;2.63375;1.85619;1.91897;1.90212;0;1.18589;1.20557;1.21001;
1.9947;1.11947;0.18634;1.08074;0.9656;1.18634;1.97861;1.82717;2.04959;1.14464;1.87887;0.9969;1.82048;1.77755;1.83643;1.80328;1.788;1.04298;1.10576;1.08891;1.18589;0;0.39236;0.3968;
1.99427;1.13915;0.20602;1.10041;0.9026;1.20602;1.89381;1.76417;2.06927;1.16432;1.81587;0.99647;1.75748;1.71455;1.77343;1.74028;1.725;1.06266;1.12543;0.9684;1.20557;0.39236;0;0.41648;
1.9878;1.1436;0.21046;1.10486;0.8881;1.21046;2.00274;1.74967;2.07371;1.16876;1.80137;0.99;1.74298;1.70005;1.75893;1.72578;1.7105;1.0671;1.12988;1.11304;1.21001;0.3968;0.41648;0;
